"name","area_11_1_856_S25","area_11_2_856_S25","area_11_3_856_S25","area_11_1_15_S25","area_11_2_15_S25","area_11_3_15_S25","area_11_1_92_S25","area_11_2_92_S25","area_11_3_92_S25","area_2_1_15_J17","area_2_2_15_J17","area_2_3_15_J17","area_2_1_15_J25","area_2_2_15_J25","area_2_3_15_J25","area_2_1_15_S17","area_2_2_15_S17","area_2_3_15_S17","area_2_1_15_S25","area_2_2_15_S25","area_2_3_15_S25","area_8_1_15_S25","area_8_2_15_S25","area_8_3_15_S25","area_10_1_15_J17","area_10_2_15_J17","area_10_3_15_J17","area_10_1_15_J25","area_10_2_15_J25","area_10_3_15_J25","area_11_1_856_J25","area_11_2_856_J25","area_11_3_856_J25","area_11_1_15_J25","area_11_2_15_J25","area_11_3_15_J25","area_11_1_92_J25","area_11_2_92_J25","area_11_3_92_J25","area_8_1_15_S17","area_8_2_15_S17","area_8_3_15_S17"
"group","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA"
"3-Dehydroxycarnitine","3624354.60727607","4321326.23637417","5538514.83644364","8013060.07641611","17658679.7434257","20110781.3072835","21477664.7816907","18347646.7266775","22877863.7450774","25017923.1788626","50547690.97685","32728013.5531078","15355347.5507072","22328413.9384389","19784513.9552129","6430383.88968337","5164922.76800369","6747275.19405742","8313172.67838223","15906785.6040217","8307814.84130674","7214105.37832185","8201423.72539184","6255905.44372757","2158352.03692426","3767517.87553916","3294940.31599379","7436494.2679989","3813559.41672433","7514807.93949015","9556093.9964876","5904680.68532834","4292609.58765385","12687574.3215822","5830077.12577518","11094942.5812005","24425689.5400499","10640470.1311255","33002160.1713588","6737353.30563217","6860327.92588219","7017564.28848213"
"3-Ethyl-o-xylene","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","2605439.27342116","2144567.616912","2258278.48370113","2284663.1355436","1292233.92372723","1872894.4163244","2307525.09919425","1201139.69939855","1829703.24459451","2644196.70531785","2524812.00474133","1992861.75715513","2500080.87061345","4698300.60562261","2447614.27679486","1936416.23996343","1870124.59386555","1942495.46873755"
"3-hydroxy-1H-quinolin-4-one","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","808631.261036356","904231.083646865","818080.747872829","1897296.71458618","2521272.82335879","718171.273061094","213666.639584736","574747.162620233","335935.214342158","1185155.61892881","1633243.88728896","1580400.85060385","6238825.877532","1687455.8319145","5791135.48531175","1487982.72479925","1836165.53598524","2062737.01552357"
"3-hydroxy-2-methyl-1H-quinolin-4-one","243719.858119467","377145.459481264","285469.77940541","1934733.86597877","504082.939387978","557571.512621963","906911.953600404","1089080.57195367","2305773.17767327","83701.3583777657","80938.4973034569","36460.3852099581","155794.177424752","85667.5772792966","67474.7997289254","1146825.10367014","980038.708091068","1244666.57535805","1152880.70267753","1660912.0962841","1146365.07024152","434546.731221291","2095825.96839507","1678567.78578461","168957.299300642","210980.024022895","151949.175944916","455309.350750042","969091.99597282","131259.019216974","48539.0474780815","761755.342727248","248472.453969372","302867.143439554","624977.06227273","562735.010697657","3014755.09743337","552501.014767926","2782250.7836941","537456.423293083","664635.424896224","647250.530349992"
"3-Hydroxy-2-methyl-4-pyrone","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11619623.4206547","9816045.04193843","9136437.74429644","12215095.1613506","13357744.7576823","17646991.3437312","6877680.7183504","7148706.24715873","7094982.68076825","14233386.64355","15006123.1453815","14836350.9266715","1930022.19450495","8537125.20952711","1702242.9560903","5930474.46962224","7298033.47080439","7202529.26749692"
"3-hydroxy-N-(1-hydroxy-3-methylpentan-2-yl)-5-oxohexanamide","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","1186834.85306219","1242715.4846665","1225112.27694049","1695881.94604103","905168.078393523","1990745.34203679","2299799.25573148","1276231.18488505","1348486.34181545","1288674.30533305","751263.904890163","1190684.61299637","1778912.90202464","2118032.4099269","2259439.35758629","1137699.65348673","1297740.27290714","900696.903869384"
"3-Hydroxyaminophenol","562243.559742783","460160.542388869","642580.333843685","665753.216539424","597814.63811428","690658.114794277","705145.553295672","589747.933704131","700690.997913691","673378.978149675","712425.583116096","657179.729753854","342113.480153835","251214.707320722","256784.436878698","1369963.82761817","1273387.76812306","1437383.13137172","890571.483520476","1219881.86340357","1048749.55911915","617102.26388447","783747.885542039","711676.53178255","172186.831580505","243757.72243425","204143.105845215","191820.707742803","362851.224543099","115136.640942945","1048844.94057816","2647834.22574627","833681.662981377","1825593.04654431","1419283.19458948","1980550.89590753","390212.269583345","911602.659584569","452811.883057976","745458.692433094","817837.098221378","660347.443922793"
"3-Hydroxypropenoate","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","1703379.74671662","1863135.16849483","1595988.33096729","578038.049557935","307685.476236258","377976.55157477","520705.423423145","168367.767371173","216149.244147524","769278.069438522","361850.566656039","646432.9567726","362980.932532073","1441279.60318337","202528.818668185","767737.155052224","610676.206248753","667105.939966294"
"3-Methoxy prostaglandin F1α","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","511604.618615298","621610.11143069","312460.503349364","515193.809603064","372551.556111036","408101.256712017","690367.606870735","408488.201020573","781408.144362402","658607.79812584","609626.811484734","548920.768609518","280379.215026545","647006.026386238","270598.120473918","245992.044860566","213079.847501488","148902.845470117"
"3-Methylbutanoicacid","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","2669025.96815658","5224386.2255121","2845220.7371212","1875087.30002789","1330984.02755909","1739560.15888819","448593.673239432","619626.186846405","1166469.00049346","1693121.34943017","1642812.29069461","4132269.15696196","409562.597511408","2978986.53868213","383853.998239822","1068648.32570346","1431193.21185504","1273147.1396337"
"3-Methylcrotonylglycine","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","1256823.7469271","1196926.94947499","812252.937999659","1387220.96163716","918115.534039925","2738075.93328655","763074.172736644","324633.591144082","483587.328277488","1101133.12395444","563946.535683744","832806.086190203","348692.568137959","856793.055697628","331362.009127277","516304.406575184","489404.088011879","574622.822519121"
"3,5-Difluoro-4-(tributylstannyl)pyridine","558473.174662771","543151.118420767","548026.259742606","531496.84041736","561664.467728468","528398.423335428","545479.073724621","541169.221605938","552153.999196943","479580.229331842","471886.967848478","544061.650317318","534750.765303989","517220.103789957","477455.063707832","541905.337078141","548293.930718616","552835.88216855","589962.03913112","589430.908157929","599471.530355412","574305.384585969","607540.515922894","595019.838616848","527151.775191719","521608.928763794","555920.707537491","526276.684824583","539504.151272704","535981.08086075","491842.524007805","556538.920292908","556064.039716078","522236.764592552","531348.376057713","529100.641243899","559502.268424409","555208.755680516","509274.023160193","609551.432617185","548087.864117544","547614.198586053"
"3_6-Nonadienal","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","2883108.45755608","1940445.00115964","3900396.90289292","2124577.46797707","1455204.72232579","3642300.87604462","3852613.26324593","1237547.59130977","4508073.09338487","2805023.84482753","2954364.50808205","2886682.46751379","1663536.33064822","1852558.76130049","1764076.36763358","1001812.07930642","1185545.10000065","1294692.66390875"
"4-(4-fluorophenyl)-2-(4-hydroxyphenyl)-5-(4-pyridyl)imidazole","2840088.13357643","2739398.43536452","2797681.62926325","2814115.92936767","2997203.87148792","2794311.48078162","2953076.28630742","2863742.72980257","2892491.90484253","2647324.13529576","2582568.28638566","2671147.25225077","2794002.81405856","2859315.82277784","2667735.67383817","3158373.245088","3075748.56020397","3040476.7825676","3253711.28039674","3181654.31111092","3340389.3095481","3061569.1068781","3158016.32294187","3170865.4714778","2803336.49042981","2821969.920877","2813954.54922499","2761214.83046727","2910168.17507354","2652662.96582882","2724662.73585247","2803729.77590015","2850952.41748665","2915681.298739","2885324.01620599","2782077.04430284","2873451.44314526","2787981.15087716","2848160.62270416","3034772.64067012","2949590.76648451","3016976.35744393"
"4-Amino-2-[bis(2-methoxyethyl)amino]butanoic acid","15272539.8788518","13758639.7755264","18718391.5007206","5333584.25895655","6818016.7544837","7331832.79450475","8522017.01614928","8867897.60410098","10586917.0453965","41038817.6492019","54273894.2286246","52861350.9189675","32054264.1045762","23249281.673685","23245053.7814295","3317611.60623618","2710588.50023425","2940643.5399724","2904878.42229131","6586444.55019339","2659502.44005143","5259018.69990317","4482374.58403289","3014831.84761334","10799359.4465651","19722596.1154905","15567444.6472974","22908185.2510955","10814801.2894281","38651639.8086866","34744629.1318409","17443819.1570395","26502183.2048755","19978574.8887895","6830618.51031224","23178100.5333821","8717373.85621671","35129644.3540194","7092646.92912843","5165442.22257996","4412694.82095397","5386060.74885197"
"4-Cyanotetrafluoropyridine","1007846.89152516","3654140.06457487","4779216.08537823","1497690.7437946","13235162.7462876","7381217.56509503","5011207.30528042","5194604.06382086","6572807.38002366","2191299.09055246","10392187.0687089","1155888.71250458","1394999.79993483","1649754.95618717","5457325.72938105","345021.458780321","4310864.40797402","1952918.30506831","1660004.11386469","1330391.19131487","666824.432353568","470496.104662824","1018179.39074714","1465497.65885003","2371782.18484068","425748.194452423","1598673.74091266","1600323.27369868","1349391.53536616","12293269.422674","7807271.50565913","4754949.82625392","1898768.01127733","1906140.45337267","1733526.69747124","560931.736311853","2368690.6227068","502734.176589612","1009002.56391238","2383461.25460327","2046085.76653795","5923583.43265726"
"4-Guanidinobutanoate","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","108709.639127145","134494.166340034","65626.7483105128","241665.15870199","108453.41762354","221500.528189227","87745.150574616","135149.566972484","120639.020263788","310785.323998407","43170.0550468696","225214.020349672","532493.485455383","475469.626745188","776778.555615749","147339.47587981","237077.414638813","62590.1164659781"
