"name","area_11_1_856_S25","area_11_2_856_S25","area_11_3_856_S25","area_11_1_15_S25","area_11_2_15_S25","area_11_3_15_S25","area_11_1_92_S25","area_11_2_92_S25","area_11_3_92_S25","area_2_1_15_J17","area_2_2_15_J17","area_2_3_15_J17","area_2_1_15_J25","area_2_2_15_J25","area_2_3_15_J25","area_2_1_15_S17","area_2_2_15_S17","area_2_3_15_S17","area_2_1_15_S25","area_2_2_15_S25","area_2_3_15_S25","area_8_1_15_S25","area_8_2_15_S25","area_8_3_15_S25","area_10_1_15_J17","area_10_2_15_J17","area_10_3_15_J17","area_10_1_15_J25","area_10_2_15_J25","area_10_3_15_J25","area_11_1_856_J25","area_11_2_856_J25","area_11_3_856_J25","area_11_1_15_J25","area_11_2_15_J25","area_11_3_15_J25","area_11_1_92_J25","area_11_2_92_J25","area_11_3_92_J25","area_8_1_15_S17","area_8_2_15_S17","area_8_3_15_S17"
"group","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA"
"MFCD00042968","77523.1022891552","73719.517695111","68649.1412254564","69737.5217888779","72982.154813112","69940.6186544111","71676.7305971065","67318.3465713807","71325.4995207332","89031.7425955114","83209.9052416072","88179.2822530307","87636.983462809","68201.9224077087","81040.9105976629","87611.9369586587","100882.95413874","85612.6436553187","95367.104394667","88871.9665406281","82000.0873836728","96204.8339639684","86399.5079125545","93474.1580458276","75053.6170042758","84049.0573974758","80403.1529036358","78069.7526482373","82159.5668293726","80404.3183094439","71705.5769446873","70155.5362143606","80586.2458912604","75132.0694923717","81398.181840453","80187.3197148932","70816.1913821485","80747.9130370063","78249.1217335873","87097.2783479197","92680.9924833923","100504.915465436"
"MFCD00046712","566241.633049802","310260.982364461","415342.771011673","461953.16972109","9543.15811823205","18099.5655530349","554103.802978701","60342.8669553113","57086.8037669226","368455.876440366","203699.785479027","289795.371344029","179727.944626496","102420.188876656","99456.830277635","388758.943422745","248223.26755591","556639.737537438","1106559.37982033","1347176.45646228","1627197.75781853","832818.028860611","999560.485406109","636035.225511189","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977"
"MFCD00053868","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","44069514.0721866","43939998.559063","43059307.9550797","42993720.6757683","43659796.960301","41953210.8950348","41965412.7495563","42410631.797215","43336502.2366759","43062098.4590967","43372578.5263714","43112749.4874948","43028858.7858998","42421987.9960185","43053386.7408007","47571423.4698701","47654708.8590608","47627768.4065278"
"MFCD00054545","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","353909.006134514","364248.411695749","396797.341817543","210858.613412636","272723.439215674","116076.56191505","386980.941599595","471094.771317479","368938.505115727","372347.316993907","311485.677906632","375950.300508287","330950.272521413","340383.165612492","314296.002796783","82578.3298064525","103800.437246081","113288.122745841"
"MFCD00144215","2037189.88137416","2116603.01051684","2027569.26892134","2159168.52752664","2089540.93194716","1996986.51845503","2215806.60993771","2191215.75128927","2202452.78797942","2156847.95399508","2163676.8288983","2261780.80760017","2109142.74988729","2185744.01978607","2238097.77630184","1464904.15031013","1379991.06757176","1406101.27613136","1389936.87893674","1370641.1287325","1464631.86833681","1609922.33567085","1875727.41020894","1765430.16107057","2010602.62106963","2128844.71900974","2224970.18240746","2224957.86021732","2175757.32600439","2266235.53865485","2164436.0697981","2126037.79091906","2206875.47470205","2331091.8176771","2230580.11744046","2110967.15130757","2276096.14599147","2180591.82436121","2144697.94799228","1676551.1934573","1694194.24498096","1682457.09557179"
"MFCD00270409","4711217.20999541","3776902.20585045","3654400.28617404","6847275.41467402","636998.233352217","1054599.07944323","9015451.38211354","2534511.48637017","3204295.0581298","7288490.8652779","5425944.01106199","5824507.9715925","3304182.68820762","3731127.17985697","3201999.42110341","5630103.65004842","4315999.97637946","6740676.02032462","2697823.46267637","3042748.24337999","4159097.25562012","7329277.53089783","6139038.8707534","4495077.57175144","3411426.5388669","1793434.34614919","5395399.2062493","4418971.98650934","4155799.04168906","3100384.14807826","1836659.2629083","4190920.78848098","1927677.80827893","4396915.25816323","4529157.53516146","433066.502330437","3929764.05257414","3591663.72819592","5981487.60467711","5252225.69647164","6145060.68818801","5587495.87002504"
"MFCD00674434","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","108799.770413223","48456.5848645659","118806.089761342","219159.255743987","191074.614960093","124210.338147492","120917.813947958","337443.12877052","166789.096032128","194562.962740689","141729.03167884","30404.9071217257","739142.964900722","237784.137805722","1191252.84194353","71337.7395845588","108055.45987987","127397.019133785"
"Mollisinol A","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","289241.619809565","317112.36898623","245326.259230639","363929.967977095","371420.695275904","635410.687295154","369168.602338499","135550.955881828","224860.729983657","354269.613968805","383081.957534274","458408.513423315","229768.037368834","325914.670267485","253346.698764064","73956.4211414757","94123.3496177613","84692.5463073567"
"Mucidone","524230.341489348","613909.343188811","719433.361807508","794329.545259534","754141.328469933","724669.504475659","906872.169237407","919745.592734714","1015128.62626252","1218829.23020697","1387127.52115593","745176.020818069","970590.791993751","821369.59977592","943726.018001221","263310.845236466","274849.228064416","236234.539373871","187054.460592398","250668.089056514","197198.256814153","326294.584130419","384932.893497741","243767.526687896","327347.955420398","384002.867807933","280326.433468546","525153.458899402","320642.401393919","294491.747999639","779565.10522305","488805.78685086","717745.905562151","993263.032904719","547692.241925065","720825.133032412","1135740.00764512","1832299.47259203","1074661.37654901","536996.54626606","438107.83143525","364320.424384369"
"N-({2-[(Dimethylcarbamoyl)amino]ethyl}sulfamoyl)-N-methyl-beta-alanine","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","2430837.51841887","2176537.68876407","3134542.42945139","4344171.47427556","6512816.66781525","4247475.09067019","4983076.21513198","6439551.20959013","7517708.56807721","4157048.32482755","5834870.1306562","6291555.021339","9616728.81369979","11599769.9867132","9094787.34380013","13045624.7256248","12270944.9954367","8379896.31435561"
"N-(2-Amino-2-oxoethyl)-N'-cyclododecylsuccinamide","7148313.59617734","6402725.1582576","5770084.89021563","7178671.30723529","4654640.91265652","4153822.08948095","7460510.18230978","4924417.40130424","4952324.85768417","11853374.4295232","11878878.8781917","11808651.4053228","11619241.8420108","11501878.1144691","11670330.7276554","8533072.24037921","7991378.6196396","7486857.96743563","12196486.1773873","12270521.7756391","12223918.8250349","7388801.99434207","7366495.15424638","7272910.30303962","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977"
"N-(2-Hexyl-4-oxo-3(4H)-quinazolinyl)-4-hydroxy-1-isobutyl-2-oxo-1,2,5,6,7,8-hexahydro-3-quinolinecarboxamide","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","564417.207774702","271544.536830342","343093.405335787","1159404.40050187","944561.000863813","882842.056572076","713342.249871112","1081773.66448975","844458.847002406","501496.058053677","970036.378545662","682649.321170319","913684.559488608","591016.578898162","1395284.64743989","2700680.6146641","2697320.34140614","2665538.78885128"
"N-(2-methyl-3-oxodecanoyl)pyrrolidine","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","144908.785186061","68008.2488572819","232267.156957653","154077.128557436","105411.731131599","123627.80333668","154720.462812825","266403.234003311","172919.644164546","104561.163065645","73529.0583593044","62800.6421492992","81434.5474918395","55162.2746901944","94474.5982831837","81965.448354511","114003.070578285","97884.2126234867"
"N-(5-Methyl-1,2-oxazol-3-yl)-4-[(phenylcarbamoyl)amino]benzenesulfonamide","492016.622876568","498234.953235583","497535.955732272","531197.993234996","539134.302898255","520874.480060741","538764.760356803","535072.118986603","515270.081481369","1659384.76853828","1620126.55821771","1580134.81387556","1759239.48922312","1642976.92659431","1667504.57767439","1274062.25854178","1249738.46896708","1284948.67259925","386730.136071658","353759.710069226","395631.172758972","1085411.34066795","1139726.9448736","1092918.28158249","531676.616476628","513743.031488034","517244.475012479","563372.378359463","529568.591976568","531075.21742963","523266.229728429","507846.701352533","509943.809201014","556644.036025983","536260.771663925","516151.395902315","504235.183385458","486623.4122022","514696.880690543","1566881.76399028","1464529.8236842","1387153.7474514"
"N-(6-Aminohexanoyl)-6-aminohexanoate","1644428.57867157","2842691.61250593","3060768.24609415","7880506.66010113","3568259.64552198","4924706.72019801","5159600.63426437","6930512.71112517","15665859.3603164","6260872.2688441","16409715.6649749","7125912.56075311","12056654.7410043","2601163.26705616","6127165.75409096","1960770.61580744","1440482.63846692","2074816.10768966","11100614.410035","16644531.5902394","6311403.89560705","2212958.12524362","5239717.70105248","3759120.82861002","2931933.00315934","4046277.94081321","7843067.94420824","11339091.2843377","8322863.51623783","1944476.62787193","2764021.42053431","5140348.27956422","2803119.10712502","9312107.54377507","4434507.91822482","8789760.78009457","19422562.2603112","25162009.6586736","11858469.6346979","2318878.1352534","2694661.92758459","3837352.48068657"
"N-[2-(1-hydroxy-4-methylpentyl)]acetamide","7464467.21972409","6524601.27512604","7705744.85452981","7941379.3699628","10664554.6609314","12505187.2581331","8604679.71239433","14142636.1535682","20294107.3787946","2760282.56448926","3460754.75872118","2933366.60512848","1353987.22506583","829275.327228309","963869.207763816","2517558.37428371","2245151.89115021","2812129.54374206","3573079.51901325","6479491.87017376","3707895.39094868","3325877.62653169","4213619.95923241","3087024.67987125","2569826.46550241","3749336.59750693","3057407.40984523","4338673.58289227","3224235.69505426","3180117.30433569","4764917.62545513","2690403.56295525","3737515.97892882","5286384.94211581","2571382.56055808","6890239.57507123","2704493.18496916","6608298.9438359","1881275.82101789","3023456.83371275","2688918.29871516","2667899.79624295"
"N-[3-(4,4-Dimethyl-2,5-dioxo-1-imidazolidinyl)-2-hydroxypropyl]-N-(3-nitrophenyl)benzenesulfonamide","2782460.83797258","2875404.463566","2761063.74901997","2902976.61863364","2832508.42792718","2714147.10342025","2940940.29391655","2855317.70983662","2850320.41485571","2776540.78195776","2781467.07533194","2843591.22366686","2911261.43862347","2853879.45557554","2900609.96823026","2410439.22906626","2503403.59969852","2325724.08613677","2279254.33412022","2220229.91679029","2400923.43296042","2510208.24646004","2782056.66729713","2689111.31288341","2836414.07894597","2827846.94957554","2934618.18486259","3047149.8824536","2807739.0210703","2798190.83586705","2905531.66529015","2754896.7241801","2908732.88233695","2977687.2192257","2941903.3352722","2830492.17486094","2919118.42183829","2951331.48158791","2836975.22731786","2623295.84795213","2717609.27665987","2656705.07730515"
"N-[3-(Diethylamino)propyl]-2-(1,3-dimethyl-2,6-dioxo-1,2,3,6-tetrahydro-7H-purin-7-yl)acetamide","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","393547.019935432","297130.983582401","274933.645022298","1069580.25524514","209794.767630086","271709.312673236","945531.533111948","407114.478196206","907409.748403211","818771.320494429","259190.968306505","324220.828839375","1482931.07698628","2175632.96131556","1481954.52555566","540120.941580034","378187.729505809","594541.821836928"
"N-Acetyl-beta-D-galactosamine","2366267.56308305","2246676.24109347","2191429.89746338","5546127.00351419","2364637.90639994","3136603.3712586","1951491.80403834","2509621.39089652","5040719.78336783","5345513.48611171","11545881.7317918","5161103.64160589","9438168.20194908","3950047.01018572","7261818.80187236","1565094.83307192","1437576.43182782","1732785.40013382","4119324.31076298","5710148.56133788","3971308.67368214","188991.486690106","292796.140608458","139730.594391765","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977"
"N-Acetyl-L-Carnosine","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","122914.365534967","263413.971723602","399538.808384017","138989.039750983","195504.191578007","27436.045217942","124366.199591537","96027.016370164","72526.2682581849","411556.272481836","237453.042412055","250313.718305126","2727401.02239013","970469.141996309","1726176.16744799","357078.080570615","498011.479622146","462156.869260834"
"n-Amylbenzene","802766.311777135","668734.871865207","772514.765627162","598231.506599699","548648.547778376","616240.354694673","792394.363242077","794452.086488011","917931.29379131","3464616.28305772","3658448.83106001","2662708.98531044","716146.037648328","886102.649688727","776864.852491587","275548.297878783","264680.879877658","322551.502276957","234936.44295073","323469.882869658","210942.159828133","203461.510637689","256533.38396191","240898.094838486","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977"
"N-Boc-piperidine-3-methanol","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","1060274.01209177","895243.051302797","1039046.44736473","432308.86355767","361731.584482958","385760.891740569","54492.1783428649","61765.844480402","62028.2369807294","409917.973689316","263373.162468249","473936.3034509","111780.558846462","973882.993007383","64264.199899894","497126.588156225","637420.523183741","510189.179128338"
"N-lauroylglycine","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","118421.95869325","76569.6909447629","175015.126804628","129113.514593185","107783.65660667","96314.2725953916","220506.774029176","320993.750218316","206867.647811831","130732.725104709","98949.6131716343","88906.834182099","172927.18378316","63333.6246892312","99175.4064460244","113338.493152437","139374.366612729","114841.775538394"
"N-Methylpyrrolidone","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","17492644.7345085","10890698.5931984","14028464.9773524","58131951.6605969","39950589.892993","103410292.202954","43969227.0681232","33919439.3035447","1469922.54567562","17427993.3297603","6388636.41596972","745088.613701339","15884331.8532666","1172251.24270722","36629784.0062488","26666634.2600436","28700515.1914797","30782539.589713"
"N,N,N',N'-Tetrakis(2-methoxyethyl)malonamide","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","3650823.38401966","3790058.35182858","2323394.64061635","5355074.21792803","2970183.16869481","3492031.25663856","7544088.36227209","2781611.46680544","5224573.47209751","7987914.12552683","3792474.55513314","5352278.33698118","5125394.05654162","4977071.21751758","4354831.09170904","205044.752740516","388304.471640972","354650.667580136"
"N2-(D-1-Carboxyethyl)-L-lysine","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","358357.841599297","332640.262456315","604786.915798806","957898.955147745","589388.695223641","966717.844833322","926444.658614057","780311.477031926","408937.759093688","1488424.20834642","258442.229262193","199254.074583374","1356310.09674136","2644861.27510642","1140188.81756503","989152.626309655","1085393.06157218","2036864.7684126"
"Nb-acetyltryptamine","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","185102.834026319","176891.218482649","168544.766647819","87142.6236934868","102612.690206021","103532.058436626","12878.7416249317","18029.9663012912","18056.5556335354","98291.2033911098","130646.250741378","124460.048252716","79872.5782794198","125957.867969209","87797.5576645693","66812.152605245","80489.0614593674","81753.8944447836"
"Neolymphostinol C","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","6688446.35176016","5747955.38962669","5255389.62221398","1861303.31533091","3724190.3961325","6731421.23699094","2540512.51482184","835276.245279074","1284027.90367285","6955249.74942878","14037930.5744689","11321953.0946864","2090441.05517708","2582257.7332573","2527453.611723","632941.681884866","971874.070371846","951348.040045154"
"Nicotinicacid","22254920.4489561","17310232.1023094","17958625.1223304","49089132.3408787","43919795.8640081","42627703.3057066","62828966.1809871","50064545.2741564","71004991.6806767","34405384.6677157","38806603.2529246","38201788.8104252","29545155.344295","20600927.1174525","27066703.3118963","17506171.9741491","15824661.6449292","19918263.5754406","26533922.4534757","46803469.7521765","27669020.390534","42657997.7975431","54429425.4700103","42036099.733473","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977"
"Nodulisporipyrone B","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","4565252.90058472","7808008.43239224","5278357.2678376","2484002.315355","2165974.99958436","2909375.62478325","4565409.5811606","3250408.8744662","4625642.51143486","2911975.69262863","2697100.07932374","3559738.25536004","360741.69410955","2646745.8685472","290815.217110869","1226134.61452677","780181.22122656","748795.392648352"
"Not named","4995246.39621189","4535167.38401539","6271791.95900378","4957169.10149507","8698605.71693064","9280380.44941719","1632783.03835247","1126031.05525978","1472303.3575324","367707.827821535","972399.428125024","250689.28409198","4461967.41833227","728587.220650941","589022.597293717","2064245.30365293","1015079.20606076","2219151.46472472","4890519.30310862","8757697.23183272","7807382.57588056","8603844.57312834","12568066.0289465","12799028.3266845","5639261.75485825","4850607.6913495","4307705.67210939","2326242.39827989","3749265.44720372","4577500.66243158","1543357.01872693","1928799.67853445","2559414.68089865","3747852.83704734","5678204.05426625","3968775.71011507","881959.275723192","1665880.39774599","780464.0050159","4913390.85345258","9649697.10226654","10970318.7742887"
"NQ8650000","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","532304.839124604","922855.680365241","1253860.41415867","4547671.71164718","666642.657555045","6683503.33653843","4020852.33124565","681383.028450078","952515.094828508","4809817.71895001","132057.18278505","2574504.43024864","3341496.6385195","10788890.2945495","4816777.56492819","4529310.35844527","8258312.16785899","10818660.9191245"
"OxidizedLatialuciferin","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","382615.866351453","377464.919784833","279021.320585441","334599.492294035","294090.092693931","444314.619245887","496190.151601657","379726.772078945","470689.744864053","346217.647195202","296084.436442281","302508.202146834","196227.868668464","320705.393647553","222299.436014605","730114.612498197","803276.096874476","707920.879743829"
"p-dicyclohexylbenzene","283726.275130669","303212.386766114","450819.857859127","328451.200932147","374100.934106932","333063.468256807","399826.507202589","369877.146626089","389770.496953973","963078.29902804","711533.057877765","704995.433855261","266820.283868538","162159.951146253","174078.69675632","372706.384192685","300689.218590363","378060.726778831","217036.133010504","309228.625404056","230747.210172199","430100.727220828","407729.515065968","338899.472915766","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977"
"p-Xylene","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","2659613.96391561","2641935.99613521","3034608.26849301","1491478.05504521","916633.467645232","264490.165005911","1648079.92742067","1009917.13703527","1679316.93598018","2305036.58843586","2457866.64475975","2373810.27920126","1124152.30324153","1637617.97966341","1171706.52313796","2069419.93056106","2191520.03049057","2255523.76484358"
"Palmitoleicacid","1753838.96583529","1595935.70138896","1770698.88552836","1555418.13350932","1837692.71967431","1219780.71228791","3352214.83069196","2457399.41319329","2220535.84420842","2663295.70167926","2109213.42737114","2273430.57757825","1333041.40792153","819542.692274418","790758.512336009","8880019.02293209","6867674.64464083","13014336.3493176","3021974.17544925","3666634.9464604","3089384.13190877","1455669.09092487","1842029.74706464","1421996.14284344","445297.098750702","327504.936891665","388871.387643071","535436.953617567","326435.595453757","496548.468221595","879606.91570924","1090636.95481352","1316591.42813625","1234821.20168462","1108467.94983647","848943.666485646","744716.944275598","1192820.28117737","1525665.67389367","2953278.20825986","4511151.75956879","4259379.34512521"
"Pantothenicacid(VitaminB5)","2187530.69805224","530893.580489276","588026.114254957","3105408.32216957","1911992.90968832","3296633.37002371","3066035.23054305","1471049.73318475","1852067.87772855","1928697.95493011","2027500.65962848","1629363.26203354","850830.963100371","881280.015133856","891867.971906926","974627.333700322","911175.550087273","1122470.22277554","1040787.32781207","1794623.22712344","964435.346276527","2240663.46028434","2865480.89517739","1867990.27573921","5432168.45852473","2628748.99469465","6038700.11503721","1409587.5913598","5266564.98599567","9346490.31261592","4519871.33077019","1995432.08097702","1080276.92104159","3621355.79355027","4204222.09568616","4125282.42827907","3143923.04849675","2108060.7547687","2520509.537906","2420458.32891245","2815708.90249416","2531477.59247385"
"Penicipyranone","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","3630747.79991583","4776968.75410376","4267513.02487513","2731059.07970177","2635344.45300452","1756471.96891033","10305298.0085255","4347384.68202257","8049785.72787856","10321276.5639958","8174936.4300625","10195541.3123117","2115637.89901889","4188927.97588749","1657298.91168544","5818082.30584705","4453966.84484744","4116242.23672106"
